metro,state,year,AG,ENT,CON,SOC,FIN,INF,MAN,MIN,BUS,RET,TRA,UTL,WHO,GOV,NAT,TOT
,,2008,1,1288,1910,4221,1,1890,1,1,4895,2779,1,1,1,9622,159,163408
,,2009,1,1280,1968,4439,5315,1654,3788,1,5229,2738,1,1,1,9906,1,174742
,,2010,1,1210,2042,4637,6529,1735,3898,1,5052,2691,1,1,1,9973,1,178729
,,2011,1,1277,2081,4574,6372,1751,1,1,4942,2801,1,1,1,10107,150,174903
,,2012,1,1319,2100,4590,6563,1791,1,1,5019,2807,912,1,2094,9722,147,182432
,,2013,1,1358,2167,4608,6950,1737,1,1,5122,2816,933,785,2168,9565,1,188300
,,2014,54,1302,2198,4658,7064,1713,4367,131,5124,2725,1,1,1,9893,181,196695
Albany, GA ,2002,1,144,326,447,1,1,1244,1,346,363,1,1,1,1033,142,20000
,,2003,1,132,1,461,1,1,1,1,340,372,1,1,1,1044,160,18388
,,2004,1,138,1,474,1,1,1,1,335,402,1,1,1,1064,173,18338
,,2005,1,136,1,481,432,1,1,1,351,403,1,1,339,1038,135,20011
,,2006,1,138,1,491,431,1,1,1,1,416,1,1,347,1073,171,19802
,,2007,1,139,1,507,429,1,1,1,388,427,1,1,1,1065,199,18460
,,2008,1,139,1,500,450,1,1,1,360,400,1,1,1,1055,152,17965
,,2009,1,137,1,509,438,1,1,1,360,380,1,1,1,1002,171,17434
,,2010,1,134,1,523,507,1,1,1,372,362,1,1,1,1061,183,17479
,,2011,1,142,1,552,525,1,1,1,396,363,1,1,1,1071,197,17182
,,2012,1,148,1,566,461,1,1,1,373,355,1,1,1,1080,197,16981
,,2013,1,149,1,577,424,1,1,1,367,353,1,1,1,1061,236,16973
,,2014,1,148,1,574,450,114,1,1,375,331,144,1,1,1008,228,18168
Albany, OR ,2002,176,65,178,197,228,53,682,6,178,160,148,70,134,461,180,13613
,,2003,215,62,156,195,239,52,727,4,177,184,159,77,136,467,219,14991
,,2004,198,69,153,214,241,46,691,4,159,195,166,74,134,474,201,14762
,,2005,1,73,161,210,257,51,851,1,167,203,185,89,128,460,209,15854
,,2006,1,74,168,213,249,56,858,1,186,210,194,88,145,443,199,16105
,,2007,1,76,190,224,253,53,883,1,178,220,204,93,160,433,270,16878
,,2008,192,77,203,232,260,58,770,6,191,210,210,88,182,436,197,16437
,,2009,1,78,187,244,247,61,800,1,195,202,218,80,186,450,180,16169
,,2010,1,75,134,256,253,57,866,1,160,186,194,75,150,451,175,15781
,,2011,1,78,122,262,270,55,779,1,169,186,194,81,149,449,151,15083
,,2012,1,78,119,262,261,58,823,1,164,183,188,84,148,449,146,15228
,,2013,1,80,128,266,268,62,849,1,171,192,198,113,154,435,158,15784
,,2014,1,76,140,271,274,59,903,1,167,194,193,104,156,430,161,16094
Albuquerque, NM ,2002,1,1169,2139,2077,6122,1,2458,1,4651,2169,778,1,1,7832,461,130642
,,2003,1,1164,1908,2215,6269,1,2083,1,4885,2225,807,1,1,7986,450,133615
,,2004,1,1202,1952,2324,5854,1,3466,1,4914,2289,855,1,1,8014,380,140736
,,2005,1,1244,2058,2517,5895,1,5451,1,4903,2340,1,1,1,8162,212,148459
,,2006,1,1226,2269,2594,6252,1187,4840,154,5019,2335,999,1,1,8121,1,116544
,,2007,1,1268,2399,2674,6225,1338,4408,143,5028,2412,1048,1,1,8386,1,122452
,,2008,1,1288,2355,2671,6371,1,3345,136,5018,2397,1038,1,1,8520,1,125628
,,2009,1,1246,2226,2874,6563,1,2907,1,5151,2352,1038,1,1,8767,220,154726
,,2010,1,1171,2001,2994,7044,1,3262,1,5008,2305,884,276,1600,8755,1,158841
,,2011,1,1168,1843,2957,7583,1,3507,1,4930,2252,1,1,1697,8733,1,151859
,,2012,1,1166,1723,3004,8101,1,3485,1,5003,2208,1,1,1590,8640,1,163243
,,2013,1,1196,1627,3099,7995,1874,3818,1,4877,2242,1,1,1598,8770,192,163481
,,2014,1,1232,1585,3107,8028,1712,3768,1,4819,2274,1,1,1571,8755,205,168085
Alexandria, LA ,2002,1,1,319,552,460,1,417,1,323,365,114,233,166,967,62,18816
,,2003,1,1,312,566,460,1,520,1,343,379,107,153,159,1017,69,19089
,,2004,1,124,304,592,462,100,489,1,339,405,119,1,1,1048,83,19007
,,2005,1,1,358,604,523,1,634,1,326,409,1,104,1,1056,74,19638
,,2006,1,1,345,638,449,114,729,1,367,440,1,102,1,1072,90,20744
,,2007,1,1,457,641,514,110,783,1,382,468,127,1,1,1076,110,21243
,,2008,81,130,470,658,633,119,813,25,381,470,137,1,1,1025,106,22146
,,2009,72,1,464,700,629,109,794,40,386,463,1,132,1,1042,110,21656
,,2010,99,1,425,704,630,102,746,53,376,451,1,116,1,1078,151,21332
,,2011,78,134,353,722,574,93,957,47,388,456,108,1,1,1036,124,21964
,,2012,71,138,331,721,460,88,1,1,396,465,1,139,1,1026,1,19327
,,2013,77,133,335,722,427,81,694,54,423,474,97,1,1,1004,130,20498
,,2014,1,1,344,699,424,1,640,1,421,456,102,1,1,961,121,20198
Allentown-Bethlehem-Easton, PA-NJ ,2002,1,889,1839,3159,3454,934,6900,1,2490,1867,934,1651,1396,2869,200,139368
,,2003,1,915,1715,3250,3637,880,7048,1,2599,1936,1070,1560,1420,2927,183,150514
,,2004,1,958,1710,3345,3800,1036,5200,1,3984,2079,1083,1,1488,3034,1,140950
,,2005,1,1001,1697,3512,3671,1243,4766,1,4014,2098,1136,1,1591,3108,1,142524
,,2006,1,983,1712,3570,3956,1376,4841,1,4039,2133,1243,667,1744,3166,205,143339
,,2007,1,973,1,3734,3863,1346,4959,1,4158,2129,1368,1,1,3198,210,134188
,,2008,1,1033,1444,3772,3795,1485,5005,1,4275,2058,1301,1,1,3256,233,137129
,,2009,1,990,1287,3968,3762,1746,4860,1,4114,1961,1265,1,1,3303,232,134812
,,2010,1,962,1096,4026,3915,1669,4665,1,3749,1938,1197,1,1,3331,217,134301
,,2011,1,1056,1061,4052,4217,1603,4785,1,3991,1986,1296,1,1,3363,223,140894
,,2012,1,1150,1082,4144,4371,1435,4706,1,4110,2001,1393,1,1,3260,193,145193
,,2013,1,1206,1091,4214,4351,1366,4674,1,4188,2001,1473,1,2135,3199,1,122973
,,2014,1,1246,1,4309,4523,1463,4423,1,4546,1995,1512,1,1,3201,1,145377
Altoona, PA ,2002,1,137,221,487,321,92,705,1,270,373,280,73,319,629,92,20781
,,2003,1,139,209,505,321,104,681,1,290,402,255,22,329,635,80,20676
,,2004,1,141,203,522,310,114,714,1,298,425,254,20,343,660,83,21187
,,2005,1,147,197,538,307,100,743,1,328,418,276,18,301,679,105,21246
,,2006,1,144,193,549,330,112,733,1,302,428,317,71,317,658,100,22139
,,2007,1,146,166,570,344,117,747,1,290,429,321,65,326,645,109,22346
,,2008,1,157,161,577,386,128,745,1,294,417,321,66,338,639,115,22853
,,2009,1,147,142,602,409,131,728,1,294,386,323,66,330,647,85,22570
,,2010,1,132,139,625,464,130,746,1,296,387,282,66,280,652,80,22537
,,2011,1,142,141,623,415,114,772,1,320,404,294,64,268,645,98,22641
,,2012,1,148,145,641,390,120,736,1,327,403,333,63,249,630,91,22450
,,2013,1,143,144,659,367,107,752,1,330,387,342,66,257,617,71,22282
,,2014,1,139,143,683,383,114,721,1,342,379,369,73,256,601,77,22562
Amarillo, TX ,2002,1,314,1,1,856,1,1,1,453,680,1,1,607,1273,573,30395
,,2003,1,317,1,1,827,1,1,1,494,699,1,1,1,1276,637,29080
,,2004,1,328,1,1,850,1,1,483,514,732,1,1,1,1281,1,29769
,,2005,1,327,1,1,820,1,1,483,556,728,1,1,1,1260,1,30653
,,2006,1,323,1,1,841,1,1,1,625,740,1,1,697,1257,639,33606
,,2007,1,330,1,1,871,1,1,1,711,747,1,1,711,1254,702,35204
,,2008,1,338,1,1,954,1,1,1,717,752,1,1,744,1272,719,35694
,,2009,1,338,1,1,1,1,1523,1,861,772,1,1,1,1293,650,35829
,,2010,1,324,1,1,1,1,1,1,841,773,1,1,1,1325,691,34411
,,2011,1,337,1,938,1,1,1,1,886,784,1,1,1,1330,763,35829
,,2012,1,356,1,951,988,1,1,1,885,800,1,1,1,1318,673,36033
,,2013,1,367,1,956,998,1,1,1,923,834,1,1,1,1356,709,37416
,,2014,1,1,530,961,1003,260,1642,1,958,906,1,1,719,1350,762,47345
Ames, IA ,2002,1,112,144,181,485,56,492,1,158,182,63,35,97,1276,53,15208
,,2003,1,113,140,177,389,60,571,1,167,194,63,34,94,1267,85,15329
,,2004,1,107,135,192,470,63,632,1,187,213,1,1,100,1306,75,16340
,,2005,1,113,149,202,432,72,790,1,195,219,1,1,111,1266,91,17003
,,2006,1,112,146,213,462,80,776,1,198,215,1,1,111,1271,88,17223
,,2007,1,114,140,219,470,79,1039,1,210,210,1,1,121,1282,99,19380
,,2008,1,109,139,213,523,95,994,1,223,204,1,1,151,1243,103,19491
,,2009,1,109,144,219,539,91,1513,1,231,200,70,4,160,1261,114,22840
,,2010,1,115,132,224,520,86,1030,1,222,200,1,1,157,1295,149,20053
,,2011,1,114,140,214,566,90,1285,1,239,200,1,1,158,1291,115,21397
,,2012,1,118,137,220,593,88,1069,1,224,200,1,1,157,1276,121,20673
,,2013,1,125,140,221,577,86,787,1,260,200,1,1,173,1298,131,19196
,,2014,1,125,148,220,585,91,833,1,279,201,1,1,189,1299,96,19675
Anchorage, AK ,2002,1,669,1370,1135,2719,516,184,1,1631,1029,1856,203,719,3868,3904,92287
,,2003,1,722,1473,1195,2908,558,180,4605,1750,1109,1422,1,1,4030,1,78134
,,2004,1,736,1618,1338,3065,590,178,3302,1726,1177,1607,1,1,4107,1,75731
,,2005,36,766,1674,1437,2900,659,199,3902,1771,1174,1817,1,1,4122,3934,102639
,,2006,40,762,1663,1472,3046,751,200,4141,1855,1201,1851,1,1,4207,4176,106706
,,2007,42,773,1534,1518,2814,776,203,4853,1922,1179,1876,1,1,4254,4891,109707
,,2008,41,766,1443,1505,2689,831,221,5387,2008,1158,2102,1,1,4278,5425,113779
,,2009,1,761,1381,1611,2919,940,221,5108,2259,1127,2344,1,1,4307,1,90277
,,2010,1,723,1419,1692,3176,915,225,6486,2327,1166,2501,1,1,4470,1,99483
,,2011,44,765,1430,1753,3587,920,199,5167,2450,1163,2878,255,840,4510,5209,131772
,,2012,56,815,1334,1875,3861,933,180,4884,2548,1148,2983,280,841,4630,4935,132832
,,2013,43,817,1349,1973,4010,882,192,5344,2631,1142,2910,1,1,4768,5385,132775
,,2014,38,831,1373,2064,4059,913,206,4593,2687,1165,2843,278,862,4664,4630,134796
Ann Arbor, MI ,2002,8,474,1000,1299,2665,581,2394,23,2888,1105,180,254,689,4833,20,87679
,,2003,11,485,893,1345,2816,668,2919,16,2895,1115,157,293,740,5005,20,92844
,,2004,19,490,769,1356,2916,678,3079,12,2930,1081,199,432,818,4972,27,94635
,,2005,25,533,743,1398,2882,635,2933,6,2934,1078,255,501,852,4887,30,94263
,,2006,26,531,709,1424,2953,606,3076,6,2920,1065,306,378,876,4965,31,95594
,,2007,31,511,552,1511,3061,578,3085,8,2719,996,321,432,914,4984,38,95250
,,2008,22,499,466,1533,3369,659,3056,6,2856,948,336,420,963,4888,28,97442
,,2009,22,472,380,1588,3305,695,2497,6,2525,948,357,493,882,4946,27,92822
,,2010,30,458,313,1576,3436,750,1703,6,2337,970,289,357,804,5021,35,88025
,,2011,30,469,298,1525,3036,796,2229,4,2435,993,329,416,836,5305,33,90392
,,2012,1,484,308,1566,2801,813,2356,1,2472,976,372,343,807,5134,42,89240
,,2013,26,490,311,1626,2481,727,2212,4,2541,895,381,289,822,5324,29,86321
,,2014,40,520,309,1625,2542,797,2423,4,2625,983,356,319,795,5397,44,89449
Anniston-Oxford-Jacksonville, AL ,2002,1,112,126,212,251,95,543,1,169,276,49,106,221,843,22,14642
,,2003,1,117,109,228,230,98,544,1,188,286,76,104,222,949,17,15085
,,2004,1,120,108,237,229,106,549,1,229,291,83,95,264,989,19,15716
,,2005,1,129,116,249,244,124,657,1,246,289,84,98,280,1030,21,17008
,,2006,1,129,113,252,248,106,635,1,261,303,92,96,302,1117,29,17518
,,2007,1,125,121,260,225,119,619,1,263,313,98,101,313,1153,20,17668
,,2008,1,127,118,259,215,131,648,1,333,315,84,101,320,1211,18,18372
,,2009,1,124,103,261,229,125,719,1,340,312,79,94,327,1166,18,18555
,,2010,1,119,93,272,239,124,571,1,336,298,62,93,249,1177,23,17311
,,2011,1,121,82,268,251,125,625,1,354,308,70,103,258,1125,22,17860
,,2012,1,121,75,268,259,117,602,1,348,304,69,102,272,1103,15,17779
,,2013,1,119,71,259,261,103,643,1,351,302,66,94,241,1010,15,17435
,,2014,1,127,71,261,269,108,688,1,298,331,64,96,184,930,18,17174
Appleton, WI ,2002,1,246,849,629,1359,285,2389,1,558,670,1,1,1,791,1,42687
,,2003,1,247,791,655,1258,292,2347,1,596,708,1,1,572,817,228,41352
,,2004,1,272,918,684,1328,274,2405,1,656,753,1,1,608,855,260,43927
,,2005,1,289,917,747,1449,301,2520,1,693,753,1,1,616,868,244,46795
,,2006,1,283,890,731,1572,323,2480,1,756,746,1,1,610,898,257,49163
,,2007,1,288,786,751,1551,322,2597,1,776,739,1,1,617,900,247,49615
,,2008,1,285,759,780,1714,353,2594,1,803,726,1,1,626,925,238,51418
,,2009,1,274,681,835,1576,407,2364,1,836,679,1,1,741,948,194,50024
,,2010,1,263,592,851,1756,399,2423,1,779,664,1,1,654,969,158,45984
,,2011,1,271,593,828,1725,444,2221,1,815,675,1,1,680,986,221,47280
,,2012,1,292,608,855,1752,439,2322,1,850,673,1,1,676,969,203,49227
,,2013,1,301,646,918,1678,450,2433,1,860,650,1,1,690,991,197,50863
,,2014,1,304,561,906,1741,453,2502,1,906,674,1,1,733,981,201,51685
Asheville, NC ,2002,1,665,1078,1448,1432,183,1,1,814,957,1,1,1,1753,165,47060
,,2003,1,706,998,1499,1729,207,2078,1,855,960,1,1,1,1732,1,50629
,,2004,1,730,960,1552,1865,212,2049,1,893,1018,1,1,1,1770,1,51659
,,2005,1,754,999,1635,1949,229,2231,1,946,1028,1,1,1,1788,1,55454
,,2006,1,751,1007,1694,2046,255,2250,1,963,1095,1,1,1,1794,1,57311
,,2007,1,792,983,1748,2047,256,2542,1,1023,1126,1,1,1,1853,1,59720
,,2008,1,829,1007,1746,1983,292,2486,1,1066,1111,1,1,616,1884,124,61832
,,2009,1,793,864,1830,2409,305,2384,1,1076,1094,1,1,592,1948,135,63694
,,2010,1,742,1,1862,2771,306,2445,1,964,1061,1,1,491,1968,1,62785
,,2011,1,768,1,1875,2368,320,2657,1,997,1097,1,1,1,1961,169,59019
,,2012,1,770,584,1883,2283,324,2726,1,1035,1062,1,1,1,1941,1,59883
,,2013,1,802,588,1963,2471,315,2647,1,1076,1080,1,1,521,1875,144,63638
,,2014,93,834,570,2023,2588,321,2731,47,1112,1092,316,1,1,1834,138,68187
Athens-Clarke County, GA ,2002,1,1,300,535,634,1,1113,1,291,414,1,1,1,1702,158,22128
,,2003,1,218,298,560,643,1,1058,1,292,424,1,1,1,1763,111,22179
,,2004,1,1,304,579,665,1,1085,1,326,438,1,1,1,1799,113,22519
,,2005,1,225,303,605,683,1,1118,1,322,434,1,1,1,1766,144,24615
,,2006,1,230,308,624,1,1,1146,1,352,448,1,1,1,1812,153,25567
,,2007,1,240,299,680,776,1,1105,1,378,464,1,1,1,1784,105,26501
,,2008,1,242,269,689,786,1,1195,1,374,452,1,1,1,1778,109,27917
,,2009,1,244,235,733,931,1,1137,1,417,462,1,1,282,1723,1,28926
,,2010,1,214,199,734,936,1,1148,1,408,448,1,1,1,1795,125,27836
,,2011,1,215,178,731,952,1,1170,1,403,448,1,1,245,1804,1,28577
,,2012,1,224,179,740,1039,1,1123,1,396,440,1,1,1,1798,69,28418
,,2013,1,230,198,761,1074,1,1038,1,401,433,1,1,1,1823,110,27469
,,2014,103,233,197,778,1120,91,968,20,408,445,94,1,1,1796,123,30334
Atlanta-Sandy Springs-Roswell, GA ,2002,1,9599,1,13110,51938,1,1,1,33026,15019,1,1,1,24675,1162,901721
,,2003,1,9618,1,13729,53320,1,1,1,33085,15157,1,1,1,25792,1012,911909
,,2004,1,9568,1,14197,54788,1,1,1,34339,15811,1,1,1,26444,991,923475
,,2005,1,9767,1,14836,53597,1,24243,1,35374,15688,1,1,1,26379,1121,967474
,,2006,1,9806,1,15426,57133,1,1,1,38328,16562,1,1,1,26727,1033,991693
,,2007,1,10259,1,16338,59107,1,1,1,38692,17321,1,1,1,26648,915,1013677
,,2008,1,10054,1,16666,61909,1,25003,1,39680,16702,1,1,1,26863,890,1076980
,,2009,1,9703,1,17452,62243,24125,23470,1,40768,15818,1,1,1,26160,668,1074173
,,2010,1,8989,1,18120,63292,1,22172,1,38619,14817,1,1,1,26493,646,1019168
,,2011,1,9124,1,18026,61733,1,23666,1,39452,15060,1,1,1,26350,589,1077212
,,2012,1,9459,1,18503,63380,1,24281,1,41268,15190,1,1,1,26001,567,1035166
,,2013,1,9589,1,19018,63184,1,23603,1,43272,15445,1,1,1,25533,656,1046372
,,2014,301,9688,10184,19816,65810,25091,23952,407,44198,15653,13025,4597,26594,24858,711,1419823
Atlantic City-Hammonton, NJ ,2002,1,4281,1,954,1590,151,385,1,856,1042,226,408,338,1839,1,67662
,,2003,1,4315,995,1016,1828,169,387,1,833,1117,228,346,342,1940,77,71570
,,2004,1,4395,1015,1061,1936,169,413,1,835,1177,258,346,326,2027,71,73899
,,2005,1,4539,988,1115,1788,176,343,1,874,1129,285,360,418,2066,64,74601
,,2006,1,4437,938,1162,2059,189,327,1,1001,1138,297,338,495,2081,90,77060
,,2007,1,4390,926,1221,2295,161,307,1,921,1109,319,294,435,2127,141,77714
,,2008,1,4020,876,1214,2100,180,318,1,916,1083,295,313,1,2155,1,59784
,,2009,1,3780,753,1241,2076,174,327,1,954,951,214,300,466,2205,105,71256
,,2010,1,3335,579,1257,2256,165,255,1,861,872,210,199,1,2227,1,54547
,,2011,1,3252,550,1254,2319,162,231,1,876,857,190,380,394,2207,108,67261
,,2012,1,3064,669,1290,2199,147,231,1,861,838,176,368,406,2163,101,65488
,,2013,1,3041,591,1309,2277,144,225,1,850,832,169,403,1,2156,1,53352
,,2014,1,2922,564,1327,2255,156,212,1,864,878,167,406,350,2132,102,64877
Auburn-Opelika, AL ,2002,11,116,178,143,467,36,376,14,139,256,51,47,74,882,22,13320
,,2003,14,124,183,145,472,45,397,9,148,269,46,54,83,910,24,13883
,,2004,15,134,165,147,463,45,424,10,151,250,91,56,102,957,26,14402
,,2005,1,150,179,154,440,49,536,1,171,265,99,52,106,1035,27,15641
,,2006,14,151,181,158,483,57,552,13,189,290,110,40,119,1046,26,16514
,,2007,20,159,178,167,477,64,613,12,201,291,123,48,140,1022,32,17180
,,2008,17,161,186,171,484,77,591,14,212,298,117,57,138,1058,31,17396
,,2009,11,158,178,188,612,66,571,13,221,306,122,48,136,1067,23,18086
,,2010,15,152,170,201,642,64,495,14,214,298,109,51,116,1082,28,17718
,,2011,10,159,155,198,734,68,500,15,234,312,113,61,126,1086,24,18641
,,2012,11,168,160,203,788,67,580,11,267,309,120,55,116,1114,21,19553
,,2013,14,168,163,204,769,65,576,10,288,314,134,47,109,1126,24,19727
,,2014,13,190,159,198,799,68,656,11,301,346,134,52,114,1154,23,20826
Augusta-Richmond County, GA-SC ,2002,1,525,1415,1242,2260,1,2971,1,2606,1204,1,1,1,4136,235,73344
,,2003,1,548,1319,1276,1910,1,2942,1,2654,1325,1,1,1,4223,245,74073
,,2004,1,573,1382,1334,1792,316,3051,1,2702,1341,1,1,1,4318,1,75626
,,2005,1,608,1347,1426,1689,350,3029,1,2593,1336,1,1,1,4302,1,72636
,,2006,1,617,1317,1453,1687,1,2941,1,2601,1376,1,1,1,4413,270,77091
,,2007,1,621,1271,1441,1706,1,2918,1,2284,1364,1,1,1,4492,270,75582
,,2008,1,613,1203,1455,1618,1,2949,1,2399,1316,1,1,1,4473,202,75082
,,2009,1,624,1099,1511,1619,463,2883,1,2537,1298,1,1,1,4435,1,73867
,,2010,1,604,1020,1529,1846,385,2706,1,2608,1261,1,1,1,4632,1,73478
,,2011,1,636,1017,1545,1801,400,2702,1,2963,1293,1,1,1,4638,1,77427
,,2012,1,662,1047,1567,1859,508,1,1,2802,1306,1,1,1,4604,179,74735
,,2013,1,669,1105,1611,1843,540,2667,1,2662,1251,1,1,1,4576,1,75720
,,2014,153,711,1007,1602,1949,503,1,1,2541,1248,371,1,1,4551,1,82956
Austin-Round Rock, TX ,2002,1,2600,4461,1,8928,3237,5356,1029,7659,3888,740,438,7929,10396,1,213460
,,2003,1,2656,4048,3969,8513,4199,5813,939,1,3923,705,465,6084,10987,1,209288
,,2004,1,2743,4112,4046,8983,4219,6589,1,7804,4090,692,466,6669,10986,1055,291951
,,2005,1,2907,4153,4217,8896,4399,8849,1,8178,4144,773,514,7367,10740,1052,309847
,,2006,1,2959,4252,4302,9667,4551,9557,1,8792,4500,851,503,7922,10947,1417,327249
GeoName,,Data,"  Agriculture, forestry, fishing, and hunting","  Arts, entertainment, recreation, accommodation, and food services",  Construction,"  Educational services, health care, and social assistance","  Finance, insurance, real estate, rental, and leasing",  Information,  Manufacturing,  Mining,  Professional and business services,  Retail trade,  Transportation and warehousing,  Utilities,  Wholesale trade, Government,Natural resources and mining,Total Result
Abilene, TX ,2003,2,180,243,568,363,2,233,390,236,391,2,2,299,1236,2,15601
,,2004,2,180,245,581,430,2,234,381,234,381,2,2,357,1290,2,16184
,,2005,2,181,243,611,430,2,217,406,250,400,102,155,374,1271,2,16754
,,2006,2,189,238,646,408,2,251,395,253,400,108,150,415,1262,2,17161
,,2007,59,197,247,2,423,2,266,408,262,430,109,144,351,1225,454,20597
,,2008,29,202,250,636,464,2,287,487,2,440,115,149,375,1218,511,22205
,,2009,64,201,266,2,507,2,319,530,278,443,120,153,392,1224,580,22788
,,2010,36,203,320,649,555,2,307,600,314,445,2,2,329,1205,629,23459
,,2011,2,196,305,676,585,2,283,499,297,423,2,2,287,1230,2,17811
,,2012,2,199,272,670,560,2,279,2,298,433,2,2,294,1258,2,21544
,,2013,2,211,280,656,548,2,260,597,324,432,125,112,316,1245,2,18728
,,2014,2,222,302,662,647,2,265,785,335,445,142,146,355,1245,2,20412
,,2015,2,2,326,665,667,173,268,864,348,473,143,156,405,1218,2,22358
Akron, OH ,2003,2,942,1463,2391,3544,463,4837,2,3182,2036,2,2,1892,3606,137,132575
,,2004,2,938,1344,2444,3674,481,4951,2,3547,2085,2,2,1918,3636,165,137332
,,2005,2,949,1317,2473,3691,544,5331,2,3972,2195,2,2,2102,3646,151,136260
,,2006,2,974,1311,2562,3701,627,5807,2,3846,2358,2,2,2241,3621,183,140992
,,2007,2,947,1219,2600,3938,677,5795,2,4098,2391,816,580,2492,3606,167,153533
,,2008,21,927,1175,2708,3797,699,5855,147,4128,2259,2,2,2674,3486,166,152312
,,2009,20,924,1103,2701,3647,754,5948,173,4209,2196,838,626,2716,3471,191,152312
,,2010,19,846,981,2852,3785,774,5352,127,4616,2111,2,2,2682,3548,144,150204
,,2011,26,792,907,2822,4210,766,4360,128,4253,1917,2,2,2239,3542,152,140211
,,2012,15,813,894,2841,4221,726,4584,123,4444,1948,2,2,2363,3555,135,144851
,,2013,15,835,927,2950,4185,728,4963,118,4512,1956,2,2,2441,3476,130,147282
,,2014,15,842,988,3020,4203,718,4760,82,4600,2004,2,2,2532,3461,96,148936
,,2015,19,853,933,3082,4341,753,4609,97,4684,2057,2,2,2594,3426,115,149703
Albany-Schenectady-Troy, NY ,2003,2,1070,2,3794,4914,1256,3527,2,4517,2354,2,2,2,10335,186,154583
,,2004,2,1153,2,3887,5079,1295,3346,2,4702,2460,2,2,2,10033,173,156554
,,2005,2,1168,2151,4127,5424,1427,3081,2,4703,2715,2,2,2,9939,2,163744
,,2006,2,1220,2135,4218,5976,1596,3417,2,4646,2841,2,2,2,9833,2,169558
,,2007,2,1212,2041,4200,6117,1739,2,2,4826,2892,2,2,2,9682,176,169142
,,2008,2,1279,1922,4241,6103,1882,3931,2,4864,2829,2,2,2,9561,2,178156
,,2009,2,1289,1911,4222,2,1891,2,2,4896,2780,2,2,2,9623,160,163409
,,2010,2,1281,1969,4440,5316,1655,3789,2,5230,2739,2,2,2,9907,2,174743
,,2011,2,1211,2043,4638,6530,1736,3899,2,5053,2692,2,2,2,9974,2,178730
,,2012,2,1278,2082,4575,6373,1752,2,2,4943,2802,2,2,2,10108,151,174904
,,2013,2,1320,2101,4591,6564,1792,2,2,5020,2808,913,2,2095,9723,148,182433
,,2014,2,1359,2168,4609,6951,1738,2,2,5123,2817,934,786,2169,9566,2,188301
,,2015,55,1303,2199,4659,7065,1714,4368,132,5125,2726,2,2,2,9894,182,196696
Albany, GA ,2003,2,145,327,448,2,2,1245,2,347,364,2,2,2,1034,143,20001
,,2004,2,133,2,462,2,2,2,2,341,373,2,2,2,1045,161,18389
,,2005,2,139,2,475,2,2,2,2,336,403,2,2,2,1065,174,18339
,,2006,2,137,2,482,433,2,2,2,352,404,2,2,340,1039,136,20012
,,2007,2,139,2,492,432,2,2,2,2,417,2,2,348,1074,172,19803
,,2008,2,140,2,508,430,2,2,2,389,428,2,2,2,1066,200,18461
,,2009,2,140,2,501,451,2,2,2,361,401,2,2,2,1056,153,17966
,,2010,2,138,2,510,439,2,2,2,361,381,2,2,2,1003,172,17435
,,2011,2,135,2,524,508,2,2,2,373,363,2,2,2,1062,184,17480
,,2012,2,143,2,553,526,2,2,2,397,364,2,2,2,1072,198,17183
,,2013,2,149,2,567,462,2,2,2,374,356,2,2,2,1081,198,16982
,,2014,2,150,2,578,425,2,2,2,368,354,2,2,2,1062,237,16974
,,2015,2,149,2,575,451,115,2,2,376,332,145,2,2,1009,229,18169
Albany, OR ,2003,177,66,179,198,229,54,683,7,179,161,149,71,135,462,181,13614
,,2004,216,63,157,196,240,53,728,5,178,185,160,78,137,468,220,14992
,,2005,199,70,154,215,242,47,692,5,160,196,167,75,135,475,202,14763
,,2006,2,74,162,211,258,52,852,2,168,204,186,90,129,461,210,15855
,,2007,2,75,169,214,250,57,859,2,187,211,195,89,146,444,200,16106
,,2008,2,77,191,225,254,54,884,2,179,221,205,94,161,434,271,16879
,,2009,193,78,204,233,261,59,771,7,192,211,211,89,183,437,198,16438
,,2010,2,79,188,245,248,62,801,2,196,203,219,81,187,451,181,16170
,,2011,2,76,135,257,254,58,867,2,161,187,195,76,151,452,176,15782
